0.020928 5360
0.046512 5896
0.055952 6432
0.065392 6968
0.074832 7504
0.084272 8040
0.093712 8576
0.117376 8040
0.122096 7504
0.126816 6968
0.131536 6432
0.136256 5896
0.140976 5360
0.145696 4824
0.150416 4288
0.155136 3752
0.159856 3276
0.164576 2800
0.169296 2323
0.174016 1847
0.178736 1072
0.188112 1340
0.213328 1554
0.293696 536
0.318848 4717
0.318848 4777
0.34872 4837
0.35816 4896
0.3676 4954
0.37704 5011
0.394912 5068
0.404352 5124
0.422224 5180
0.431664 5235
0.449536 5289
0.458976 5343
0.476848 5396
0.49472 5449
0.512592 5501
0.530464 5553
0.548336 5604
0.557776 5655
0.615168 4824
0.619888 4288
0.63304 3752
0.63776 3299
0.650912 2918
0.655632 2537
0.690432 1857
0.695152 1608
0.70824 1857
0.788848 1072
0.882544 1857
0.882544 2011
1.0016 2153
1.16282 2286
1.17226 2411
1.44416 1608
1.75243 1072
1.7871 1340
