0.020928 5360
0.046512 5896
0.055952 6432
0.065392 6968
0.074832 7504
0.084272 8040
0.093712 8576
0.117376 8040
0.122096 7504
0.126816 7058
0.131536 6730
0.136256 6403
0.140976 6075
0.145696 5748
0.150416 5420
0.155136 5092
0.159856 4765
0.164576 3752
0.188112 3828
0.197552 3903
0.216496 3216
0.221216 2680
0.225936 2144
0.230656 1668
0.235376 1340
0.240096 1072
0.244752 1340
0.244752 1554
0.269968 1738
0.29984 1903
0.324992 2053
0.350144 2192
0.375296 2323
0.384736 2446
0.405168 2563
0.414608 2675
0.43504 2782
0.44448 2885
0.470784 2984
0.480224 3080
0.506528 3173
0.5244 3263
0.550704 3351
0.568576 3436
0.578016 3519
0.60432 3600
0.661776 2680
0.666496 2144
0.696512 1072
0.778 1340
0.854896 1554
0.948656 1738
1.07614 1903
1.26266 2053
1.46738 2192
1.52978 2323
1.78374 2446
